20250722182400030,1,1,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館開発建設部,函館開発建設部,,,,,,,3315,,,,143151481,143151481,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250722182400030,1,2,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館建設管理部,函館建設管理部,,,,,,,3316,,,,103135000,103135000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250722182400030,1,3,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館市企業局,函館市企業局,,,,,,,3317,,,,57661000,57661000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250722182400030,1,4,001,000004,202507,,,完成工事未収入金,完成工事未収入金,河野組,河野組,,,,,,,3318,,,,6168000,6168000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250722182400030,1,5,001,000004,202507,,,完成工事未収入金,完成工事未収入金,北海道栽培漁業振興公社,北海道栽培漁業振興公社,,,,,,,3319,,,,4280100,4280100,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250722182400030,1,6,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館市,函館市,,,,,,,3320,,,,1435913,1435913,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250722182400030,1,7,001,000004,202507,,,完成工事未収入金,完成工事未収入金,日本サルヴェージ,日本サルヴェージ,,,,,,,3321,,,,997766,997766,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250722182400030,1,8,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館海上保安部,函館海上保安部,,,,,,,3322,,,,995500,995500,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250722182400030,1,9,001,000004,202507,,,完成工事未収入金,完成工事未収入金,函館水産高等学校,函館水産高等学校,,,,,,,3323,,,,935000,935000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250722182400030,1,10,001,000004,202507,,,完成工事未収入金,完成工事未収入金,五洋建設,五洋建設,,,,,,,3324,,,,902000,902000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
