"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(有)川尻運送","霧島市隼人町眞孝96番地","71324002",""
"〃","(株)霧島エッグ","霧島市霧島永水3925-4","39472048",""
"〃","高千穂運輸倉庫(株)","福岡県福岡市東区多の津1-20-6","9161900",""
"〃","トランコム(株)","兵庫県姫路市南畝町2-53ネオフィス姫路南ビル8F","7002390",""
"〃","金納興業(株)","福岡県柳川市矢加部318-1","3438754",""
"〃","白杵運送(株)","姶良市下名455-1","3361600",""
"〃","(株)田中商店","熊本県水俣市浜松町5-8","792000",""
"〃","九州大王製紙パッケージ(株)","熊本県宇土市岩古曽町2005","715000",""
"〃","(株)栗原製作所","奈良県大和郡山市池沢町90-8","618310",""
"〃","(有)南海運送","曽於郡神領607-4","330000",""
"〃","その他","","4868835",""
"計","","","141084839",""
"未収入金","(株)Nサービス","霧島市国分重久2756番地18","21852895",""
"〃","(有)川尻運送","霧島市隼人町眞孝96番地","1062014",""
"〃","","","445432",""
"〃","(株)サンマックス","佐賀県鳥栖市立石町12番地109","89208",""
"〃","その他","","318915",""
"計","","","23768464",""
"合計","","","164853303",""
