"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","久光製薬(株)","鳥栖市田代大宮町408","56525601",""
"同上","","","23516047",""
"同上","九州大学","福岡市東区馬出3丁目1番1号他","14308395",""
"同上","正晃(株)","福岡市東区松島3丁目34番33号","11993415",""
"同上","福岡大学","福岡市城南区七隈8丁目19番1号他","11602641",""
"同上","デンカ(株)","大牟田市新聞町1番地","7345360",""
"同上","ブルームビルド(株)","福岡市博多区大井2丁目13-12","4620000",""
"同上","(独)九州がんセンター","福岡市南区野多目3丁目1番1号","3922718",""
"同上","(株)山口商会","宮崎県延岡市桜小路349-45","3388000",""
"同上","サカイサイエンス","久留米市善導寺町与田830-3","3172342",""
"同上","(株)ジーンネット","福岡市東区多の津5丁目22番8号","2784100",""
"同上","ソフトバンクコマース&サービス(株)","東京都港区東新橋1-9-2汐留住友ビル9F","2310000",""
"同上","(株)大分大学先端医学研究所","横浜市青葉区柿の木合46-3","2268000",""
"同上","水戸工業(株)","長崎市宝町7-5第2イワテックビル1F","2200000",""
"同上","大阪薬研(株)","大阪府箕面市稲5丁目13-10","1879678",""
"同上","(有)プロ・ディバイス佐賀","佐賀市鍋島三丁目5番8号","1828932",""
"同上","(株)アビオス","福岡市東区多の津1丁目2番1号","1329272",""
"同上","並木薬品(株)","富山県富山市問屋町3丁目1番33号","1284800",""
"同上","大分大学","由布市狭間町医大ヶ丘1-1","1198780",""
"同上","九州ブロック血液センター","久留米市宮ノ陣3丁目4番12号","1147410",""
"同上","(株)ネイチャーストーン","佐賀市久保田町大字徳万276","1035100",""
"同上","(株)ネクスト","熊本市東区長嶺西1丁目6番106号","907748",""
"同上","ワイエムリース(株)","山口県下関市南部町19番7号","869000",""
"同上","(株)アドソフト","福岡市博多区博多駅前3丁目7番34号","714582",""
"同上","大電(株)","久留米市南2丁目15番1号","695090",""
"同上","(株)GCT","糟屋郡粕屋町長者原東2-3-27-302","660033",""
"合計","","","",""
