"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社資生堂","東京都中央区銀座7-5-5","350937774",""
"売掛金","TaikiUSAIno.","200MarketStreetMontvaleSuite302","231541415",""
"売掛金","株式会社クラブコスメチックス","奈良県五條市住川町888-4","100267418",""
"売掛金","株式会社スタイリングライフ","東京都新宿区北新宿2-21-1新宿フロントタワー27F","88843762",""
"売掛金","新日本製薬株式会社","福岡県福岡市中央区大手門1丁目4-7","83595688",""
"売掛金","YINGKOUSANKIPRODUCTSCO.,LTD","#5QINGLONGSHANSTREET,YINGKOUECONOMICIECHNOLOGYDEVELOPMENTZONELIAONING,CHINA","54023268",""
"売掛金","ELAPSO合同会社","東京都千代田区丸の内3-2-3丸の内二重橋ビルディング20階","40686157",""
"売掛金","株式会社コーセー","東京都中央区日本橋3-6-2","38953186",""
"売掛金","TAIKICOSMETICSEUROPESAS","32-36RUEDEBELLEVUEBOIILOGNFBILLANCOURTFRANCE","35888718",""
"売掛金","株式会社宮内","神奈川県厚木市戸田1-4","26468332",""
"売掛金","ポーラ化成工業株式会社","東京都品川区西五反田2-2-3ポーラ第2五反田ビル2F","25434464",""
"売掛金","株式会社コスモス薬品","福岡県福岡市博多区博多駅東2-10-1第一福岡ビルS館4階","24025288",""
"売掛金","株式会社あらた","福岡県福岡市東区箱崎ふ頭5-5-5","24628927",""
"売掛金","株式会社ジャパンビューティプロダクツ","福島県田村市滝根町広瀬字舟ケ作3-22","22797931",""
"売掛金","TAIKIKOREACO.,LTD","503ho,JinilPlaza,38Chunggyoong-Ro,Doogyang-Gu,Goyang-Si,Gyeonggi-Do,Korea","22740782",""
"売掛金","積水マテリアルリリューションズ","東京都中央区日本橋本町4-3-6PMO新日本橋","19607390",""
"売掛金","TAIKICOSMETICSSHANGHAICO.,LTD","Room1003,BulldkngA,GuangqiCulturePlazaNo.2899XletuRoad,SHANGHAI","19151137",""
"売掛金","オールジャパンドラッグ株式会社","東京都中央区日本橋本町1-5-9KDX日本橋本町ビル6F","18988097",""
"売掛金","ハーバーコスメティクス株式会社","千葉県香取郡名古町水戸1-78","18307300",""
"売掛金","株式会社ディーエイチシー131009-N3","東京都港区芝浦2-7-1DHC芝浦2丁目ビル4階","14754414",""
"売掛金","株式会社スーパーキャット","東京都港区芝大門2-8-13サクセス芝大門2F","13985255",""
"売掛金","TAIKI|MANUFACTURING","1503,LorongPerusahaanMajuPralIndustrialEstate,Perai,Penang,Malaysia","10618621",""
"売掛金","御木本製薬株式会社","三重県伊勢市黒瀬町1425","10510500",""
"売掛金","株式会社ドクターシーラポ","東京都渋谷区広尾1-1-39恵比寿プライムスクエア","10071455",""
"売掛金","株式会社大木","東京都文京区音羽2-1-4","0960455",""
