科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,中日本メディカルリンク(株),長野県松本市丸の内8-1,126159,
〃,(株)カキヌマメディカル,東京都文京区本郷3-9-3,124179,
〃,(株)ますだ医療商会,愛知県名古屋市中区千代田4丁目17-8,121030,
〃,(株)メディコ,群馬県高崎市箕郷町上芝18-1,120845,
〃,三和メディカル(有),徳島県徳島市北佐古二番町1-33,107453,
〃,(株)スガマ,神奈川県川崎市川崎区藤崎3丁目15-3,106284,
〃,エア・ウォーター・リンク(株),京都府京都市伏見区竹田向代町132-1,104720,
〃,(有)石丸商会,広島県呉市中央6-6-1,104534,
〃,(株)斎藤医療器械,東京都練馬区向山4丁目1-7,93580,
〃,(株)北医企画,北海道札幌市西区八軒七条東5丁目1番5号,88517,
〃,西日本メディカルリンク(株),岡山県岡山市南区西市114-2,85877,
〃,北畠医科器械(株),大阪府大阪市城東区中浜2-18-11,80988,
〃,(株)ムトウ大阪SPDセンター,大阪府門真市北岸和田1-9-18,71478,
〃,ニックス・メディカル,宮崎県延岡市大貫町4-1557,71423,
〃,エースメディカル(有)宮崎支店,宮崎県宮崎市佐土原町東上那珂17880-44,70609,
〃,いわしや森川医療器(株),奈良県奈良市四条大路2-2-27,67050,
〃,(株)リブドゥコーポレーション,愛媛県新居浜市観音原町乙118-1,64474,
〃,中辻医科器械(株),三重県津市高茶屋小森上野町1336-1津卸センター,63522,
〃,(株)メディテイク北大阪支店,大阪府寝屋川市木田元宮1-18-5,61930,
〃,(株)メディカル商会,熊本県熊本市東区新南部2-7-51,51095,
〃,トーイツ(株),東京都渋谷区恵比寿西1-5-10,49148,
〃,(株)フォーム,岐阜県岐阜市木ノ下町5-21-3,48070,
〃,(株)シバタインテック,宮城県仙台市若林区卸町2-11-3,47300,
〃,(株)メディアース・ジャパン,福岡県福岡市博多区博多駅南5丁目30番6-1号,46127,
〃,SWHメディカル(株),大阪府大阪市北区梅田2-4-37,43570,
〃,(株)アダチ,大阪府大阪市中央区内平野町3-2-10,40195,
計,,,,
