科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,リコーリース株式会社,大阪府大阪市北区堂島2-2-28堂島アクジスビル12F,28380679,
売掛金,阿波銀リース(株),徳島県徳島市沖浜東3丁目46番地,33814000,
売掛金,但銀リース(株),兵庫県豊岡市千代田町1番24号,591360,
売掛金,みなとリース(株),兵庫県神戸市中央区筒井町3丁目12番14号,550000,
売掛金,三菱HCビジネスリース株式会社,大阪府大阪市西医靱本町1-11-7信濃橋三井ビルディング10階,4641294,
売掛金,ダイワボウ情報システム株式会社,大阪府大阪市北区中之島3-2-4中之島フェスティバルタワー・ウエスト10階,30648568,
売掛金,明石市役所生活福祉課4F,兵庫県明石市相生町2-5-15北庁舎(旧保健センター)4F,673067,
売掛金,明石市教育委員会教育企画室学校管,兵庫県明石市中崎1-5-1,599500,
売掛金,明石市役所総務課,兵庫県明石市中崎1-5-1本庁舎4F,1359134,
売掛金,明石市社会福祉協議会,兵庫県明石市貴崎1-5-13(明石市立総合福柾センター内),2046444,
売掛金,明石市役所市民課,兵庫県明石市中崎1丁目5-1本庁舎2F,1886727,
売掛金,社会福祉法人出合福祉会出合保育園,兵庫県神戸市西区玉津町出合224-2,1661544,
売掛金,神戸学院大学教務センター,兵庫県神戸市西区伊川谷町有瀬518,655820,
売掛金,明石市役所コミュニティ・生涯学習課,兵庫県明石市中崎1-5-1本庁舎4日北側,540583,
売掛金,富士金属工業株式会社,神戸市西区玉津町今津180-3,4716922,
売掛金,明石機械工業株式会社,兵庫県加古郡稲美町印南2337,736149,
売掛金,株式会社辰海開発,兵庫県明石市西明石北町3-1-10,773198,
売掛金,三和油業株式会社,兵庫県明石市西明石南町1丁目9番20号サンコート西明石201号室,2928619,
売掛金,一般社団法人日本健康倶楽部兵庫支,兵庫県高砂市美保里25-32,1091005,
売掛金,トラスト不動産販売(株),兵庫県神戸市垂水区天ノ下1-1ウエステ垂水内,642922,
売掛金,株式会社Wing不動産流通,兵庫県神戸市垂水区西舞子2丁目13-272階,682381,
売掛金,高砂市教育部学校教育室学校教育課,兵庫県高砂市荒井町千鳥1-1-1,1117266,
売掛金,兵庫県立西神戸高等学校特別支援学,神戸市西区押部谷町高和1557-1,2371765,
売掛金,近畿農政局,兵庫県神豆束西区伊川谷町有瀬301第一電子株式会社,924000,
売掛金,神戸市行財政局総務事務センター,神戸市中央区京町72新クレセントビル2F,758901,
売掛金,医療法人社団阿保クニリック,兵庫県姫路市東駅前町75-1,791340,
計,,,,
