"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","佐賀県造園協同組合","佐賀市金立町千布字東名二本黒木637-1","575771",""
"〃","(株)富山県中央植木市場","富山県礪波市庄川町古上野160","565441",""
"〃","総合園材(株)","福岡県福岡市博多区麦野3丁目18番20号","562487",""
"〃","こにたん","新潟県新発田市大伝1047-1","556266",""
"〃","(株)グリーンマテリアル","福岡県北九州市小倉南区曽根3958番地1","540061",""
"〃","(有)丸山昌治商店","新潟県上越市稲田3-2-2","536287",""
"〃","朝生林業(株)","千葉県市原市平蔵322","524330",""
"〃","その他","","29775645",""
"","計","","111940370",""
"未収入金","AIG損害保険(株)","東京都墨田区錦糸1-2-4","4926760",""
"","計","","4926760",""
"計","","","116867130",""
