科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,五洋医療器(株),広島県福山市明神町2-2-30,117429,
〃,(株)斎藤医療器械,東京都練馬区向山4丁目1-7,114939,
〃,冨木医療器(株),石川県金沢市問屋町2丁目46,107972,
〃,ホープ電子(株),千葉県松戸市稔台1-22-5,102000,
〃,(株)メディテイク北大阪支店,大阪府寝屋川市木田元宮1-18-5,94028,
〃,(株)北医企画,北海道札幌市西区八軒七条東5丁目1番5号,92037,
〃,エースメディカル(有)宮崎支店,宮崎県宮崎市佐土原町東上那珂17880-44,85921,
〃,(株)メディアース・ジャパン,福岡県福岡市博多区博多駅南5丁目30番6-1号,85439,
〃,中辻医科器械(株),三重県津市高茶屋小森上野町1336-1津卸センター,81788,
〃,(株)サンライフ,神奈川県相模原市南区相武台3-28-11,79273,
〃,西日本メディカルリンク(株),岡山県岡山市南区西市114-2,79189,
〃,(株)ミヤノメディックス,広島県福山市吉津町12-5,72219,
〃,三和メディカル(有),徳島県徳島市北佐古三番町1-33,71868,
〃,(株)サンユーメディカル,東京都文京区本駒込5-5-9,67410,
〃,ニックス・メディカル,宮崎県延岡市大貫町4-1557,61897,
〃,(株)ヘルス,埼玉県所沢市弥生町2992-3,61600,
〃,(株)メディカル商会,熊本県熊本市東区新南部2-7-51,61314,
〃,(株)津山医研,岡山県津山市山北636-2,57519,
〃,(株)日東,茨城県水戸市柳町2-11-36,55330,
〃,(有)石丸商会,広島県呉市中央6-6-1,52060,
〃,(株)上條器械店松本営業所,長野県松本市笹賀7600-19,51876,
〃,いわしや森川医療器(株),奈良県奈良市四条大路2-2-27,50754,
〃,祐本医科器械(株),兵庫県姫路市呉服町7番地,47036,
〃,(有)西迫医科器械店,宮崎県都城市南横市町2121-1,46651,
〃,(株)ケビンメディカル,東京都文京区湯島4-5-21清水ビル1F,45782,
〃,(株)スガマ,神奈川県川崎市川崎区藤崎3丁目15-3,43930,
計,,,,
