"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)クボタ製作所","相模原市中央区宮下2-3-9","752078",""
"売掛金","(株)野路製作所","横浜市鶴見区熊岡2-12-6","1765104",""
"売掛金","(株)ティエス","藤沢市葛原1716","7242029",""
"売掛金","(有)岩本製作所","横浜市港北区小机1918","2021277",""
"売掛金","その他76社","","9263686",""
"売掛金計","","","1063505609",""
"未収入金","TECHNOSTATES.A.DE.C.V.","","10189806","設備売却代金等"
"未収入金","損害保険ジャパン(株)","","271088","外航貨物保険金"
"未収入金","(株)ヤマナカ他2社","","5557846","22/3月分スクラップ代金"
"未収入金","(株)ティエス他12社","","236818","22/3月分不良処置費用他"
"未収入金計","","","16255558",""
"計","","","1079761167",""
