"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金/廃乗物","","","95125195","本社"
"売掛金/廃棄物","","","3444100","甲佐他"
"合計","","","98569295",""
"売掛金/AR","(株)JARA","東京都中央区日本橋1-2-2親和ビル7F","19173103",""
"売掛金/AR","(株)明星","熊本県菊池郡菊陽町大字津久礼2147-1","16690788","トラックテックホシヤマ"
"売掛金/AR","(株)VL・JP","大阪府大阪市天王寺区大道3-4-19","3872787",""
"売掛金/AR","九州貿易(株)","大分県宇佐市大字今仁1208番地の5","3865271",""
"売掛金/AR","(一社)自動車再資源化協力機構","東京都港区芝大門1丁目1番30号","3386189",""
"売掛金/AR","その他","","8300706",""
"合計","","","55288844",""
"未収入金","(株)ホシヤマ","宮崎県小林市細野2633-1","20972602",""
"未収入金","有価物回収協業組合石坂グルーブ","熊本県熊本市東区戸島町2874番地","6072000",""
"未収入金","九州電力(株)他","福岡県福岡市中央区渡辺通2丁目1番82号他","5702657","売電代"
"未収入金","その他","","4742729",""
"合計","","","37489988",""
"計","","","1260741465",""
