"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","青山・まだらめクリニック","東京都港区南青山2-26-35青山KKビル6F","44077",""
"売掛金","赤羽東口病院","東京都北区赤羽1-38-5","28080039",""
"売掛金","秋葉原内科シンシアクリニック","","1122",""
"売掛金","(株)アグリス","","335456",""
"売掛金","アメニティ","群馬県高崎市あら町134-1高崎クリエートビル6F","1926273",""
"売掛金","新井クリニック","埼玉県東松山市西本宿1859-1","1210",""
"売掛金","アルフレッサメディカルサービス","東京都千代田内神田1-12-1","52592669",""
"売掛金","井口腎泌尿器","東京都葛飾区亀有3-7-7","382098",""
"売掛金","井口腎泌尿器北綴瀬","","490129",""
"売掛金","井口腎泌尿器科内科小岩","東京都鷺飾区新小岩1-49-10第五デリカビル5・6F","452753",""
"売掛金","井口腎泌尿器科、親水","東京都江戸川区東小松川2-10-5三京ビル3F","3287442",""
"売掛金","井口腎泌尿器科、船堀","","179507",""
"売掛金","井口内科中央","東京都江戸川区中央4-11-8","6567",""
"売掛金","池袋藤久クリニック","東京都豊島区西池装1-18-2","934983",""
"売掛金","池袋西口病院","東京都豊島区西池袋3-2-16","7611089",""
"売掛金","医創蔵","東京都練馬区大泉町2-54-2","0",""
"売掛金","伊藤病院","","14850",""
"売掛金","井上整形外科","東京都台東区浅草4-41-6","220033",""
"売掛金","(株)イノメディックス","東京都文京区小石川4-17-15","3655028",""
"売掛金","国際医療福祉大成田病院","千葉県成田市畑ケ田852","535788",""
"売掛金","医療福祉運営(成田償還有)","千葉県成田市畑ケ田852","7365025",""
"売掛金","医療福祉運営(成田償還無)","千葉県成田市畑ケ田852","31665166",""
"売掛金","医療福祉運営機構(三田)","策京都港区赤坂8-10-22ニュー新坂ビル","1044778",""
"売掛金","医療福祉運営機構(三田・)","","39017",""
"売掛金","医療福祉運営機構(4)","東京都港区赤坂8-10-22ニュー新坂ビル","4546364",""
"売掛金","(株)ウィルケア","東京都台東区台東1-31-10東ビル6F","2795180",""
"計","","","",""
