"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","滝野川メディカルクリニック","","18056",""
"売掛金","タクト医療","東京都中央区日本橋茅場町2-16-1","1994561",""
"売掛金","谷口整形外科リハビリクリニック","","121389",""
"売掛金","千代田セレモニー","","54928",""
"売掛金","帝京大学板橋","策京都板橋区加賀2-11-1","10988916",""
"売掛金","帝京大学ちば","市原市姉崎3426-3","103279",""
"売掛金","帝京大学溝口","川崎市高津区溝口3-8-3","712525",""
"売掛金","田商事(30万円以上)","千葉県船橋市東船橋4-33-1ウェルズ船橋パート6-C","1027378",""
"売掛金","東京アスボクリニック","","137391",""
"売掛金","東京女子医大本院","東京都新宿区河田町8-1","9093458",""
"売掛金","東京女子医大東医療センタ","東京都荒川区西尾久2-1-10","0",""
"売掛金","東京女子医大八千代(3)","千葉県八千代市大和田新田477-96","0",""
"売掛金","東京東病院","東京都江戸川区鹿骨3-20-3","302238",""
"売掛金","東京北部病院","東京都足立区江北6-24-6","46523467",""
"売掛金","東京メディカルクリニック","東京都北区滝野川6-14-9","2409307",""
"売掛金","戸田笹目耳鼻科","","33000",""
"売掛金","ともながクリニック","","34056",""
"売掛金","なかの整形","","87815",""
"売掛金","ニキハートクリニック","","7089",""
"売掛金","西新井大師西・腎透析","東京都足立区西新井5-30-12","11071483",""
"売掛金","日医リース","東京都品川区西五反田1-3-8五反田御坂ビル3F","6299700",""
"売掛金","日本光電工業","","60500",""
"売掛金","日本赤十字社医療センター","","13728",""
"売掛金","日本大学医学部板橋病院","東京都板橋区大谷口上町30-1","1680412",""
"売掛金","ニュービジョン・コーポレーション","","22237",""
"売掛金","ハートフルふじしろ病院","茨城県取手市下萱場225","1270583",""
"計","","","",""
