科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,日医工(株),富山市総曲輪1-6-21,223527547,
〃,ニプロパッチ(株),埼玉県春日部市南栄町8-1,176489116,
〃,帝國製薬(株),香川県東かがわ市三本松567,94357607,
〃,(株)大木,東京都文京区音羽2-1-4,45140060,
〃,東亜薬品(株),富山市水橋開発277-10,44594837,
〃,アルフレッサヘルスケア(株),東京都中央区日本橋本町3-11-5,41579749,
〃,帝人ファーマ(株),東京都千代田区霞が関8-2-1,34537262,
〃,ダイト(株),富山市八日町326,29515261,
〃,沢井製薬(株),大阪市淀川区宮原5-2-30,28840916,
〃,布亀(株),兵庫県西宮市今津二葉町3-6,27649111,
〃,DSファーマアニマルヘルス(株),大阪市福島区海老江1-5-51,24940807,
〃,オールジャパンドラッグ(株),東京都中央区日本橋本町1-5-9日本橋本町ビル6F,17494322,
〃,丸石製薬(株),大阪府大阪市鶴見区今津中2-4-2,17114214,
〃,クラシエ製薬(株),東京都港区海岸3-20-20,9452196,
〃,(株)エイチビー,兵庫県西宮市今津二葉町3-6,9187292,
〃,バイエル薬品(株),東京都町田市小山ヶ丘2-2-3,8753524,
〃,ライオン(株),東京都墨田区本所1-3-7,8438644,
〃,(株)リードヘルスケア,東京都中央区日本橋人形町2-13-9,7743823,
〃,岩城製薬(株),東京都中央区日本橋本町4-8-2,5568908,
〃,富士製薬工業(株),富山市水橋辻ヶ堂1515,3196094,
〃,(株)Paltac,大阪市中央区本町橋2-46,3014911,
〃,科研製薬(株),東京都文京区本駒込2-28-8,2932600,
〃,(株)ニッド,東京都中央区築地1-12-22,2887831,
〃,大峰堂薬品工業(株),奈良県大和高田市根成柿574,2761498,
