"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)八興包装","京都市中京区西ノ京原町22","679596",""
"〃","(株)トミカワ","世田谷区千歳台4-8-13","678961",""
"〃","(株)シューホーフラワーサービス","札幌市北区篠路四条1-3-1","597911",""
"〃","(株)FLOWERBRAINS","札幌市東区中沼町84-3","565086",""
"〃","飯塚紙商事(株)","出雲市今市町北本町1-4-11","555766",""
"〃","(株)ラクーン","中央区日本橋蛎穀町1-14-14","535557",""
"〃","(有)フタバクラワーブロジェクト","東大阪市横沼町2-11-20","517363",""
"〃","第一園芸(株)","品川区勝島1-5-21","506933",""
"〃","(株)山久","埼玉県川越市問屋町3-9","503578",""
"〃","(株)北のアトリエ","北海道千歳市泉沢1007-84","502040",""
"〃","メルヴィータジャボン(株)","千代田区麹町1-6-4","501450",""
"〃","その他334件","","31924971",""
"計","","","148287297",""
