科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,株式会社クレール,兵庫県明石市大久保町緑が丘18-9,926640,
売掛金,久商株式会社,兵庫県加古郡播磨町新島6番地16,528000,
売掛金,日本電通株式会社,大阪府大阪市港区磯路2-21-1,2807530,
売掛金,新神戸ウェルネスクリニツク,兵庫県神戸市中央区北野町1丁目,559939,
売掛金,坂井化学工業(株)三木工場,兵庫県三木市別所町小林244-1,4999500,
売掛金,社会福祉法人駒どり,兵庫県神戸市長田区二葉町5丁目1-1-101,748000,
売掛金,一般社団法人播磨自然高原クラブ,兵庫県赤穂郡上郡町梨ヶ原1164番地,1374736,
売掛金,OneDesignワンデザイン,兵庫県明石市松の内1丁目9-7ベルシャジテ西明石1-1B,654368,
売掛金,たつの市,兵庫県たつの市龍野町富永1005-1,1247400,
売掛金,ハヤブサホールディングス株式会社,兵庫県三木市吉川町大畑341-23,1382853,
売掛金,明里不動産,兵庫県明石市大久保町駅前1丁目9-6,617210,
売掛金,(株)アポレックス,広島県福山市卸町5-16,858000,
売掛金,広野化学工業(株),兵庫県三木市別所町小林244-1,3348400,
売掛金,合同会社Mimosa,兵庫県西宮市弓場8-25,525580,
売掛金,兵庫県厚生農業協同組合連合会総務,兵庫県神戸市中央区海岸通15F,713472,
売掛金,(株)みなと銀行総務部,兵庫県神戸市中央区三宮町2-1-1本店6F,800800,
売掛金,(株)成和不動産,兵庫県神戸市中央区旭通2丁目6-3,500854,
売掛金,神戸市福祉局国保年金医療課,兵庫県神戸市中央区加納町6丁目5-11号館4F,835820,
売掛金,神戸市職員信用組合,兵庫県神戸市中央区御幸通6-1-12三宮ビル東館2館,866690,
売掛金,神戸市立科学技術高等学校,兵庫県神戸市中央区脇浜町1丁目4番70号,530310,
売掛金,宝塚市教育委員会教育企画課,兵庫県宝塚市東洋町1-1,2180970,
売掛金,(株)シンエイ,兵庫県西宮市小曽根町4-5-16,525059,
売掛金,(有)ケイ・コミュニケーショソ,大阪府大阪市西区靭本町1-6-6大阪華東ビル6F,1705000,
売掛金,社会福祉法人三木市社会福祉協議会,兵庫県三木市大塚1丁目6-40三木市総合保健福祉センター内,515309,
売掛金,三木市教育委員会,兵庫県三木市上の丸町10-30,1234200,
売掛金,(株)スターエム,兵庫県三木市別所町東這田722-47三木工場公園内,837880,
計,,,,
