科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,(株)やまびこ,東京都青梅市末広町1-7-2,"69,217,322",
売掛金,(株)晃立,神奈川県茅ヶ崎市小桜町7-31,"3,070,520",
売掛金,(株)ヤマト環境技術研究所,神奈川県愛甲郡愛川町中津4008,"3,860,059",
売掛金,(株)橘田生産工業所,神奈川県平塚市西八幡1-3-5,"3,527,515",
売掛金,ヤマシンフィルタ(株),神奈川県横浜市神奈川区西神奈川1-11-5,"13,344,799",
売掛金,AGCテクノグラス(株),東京都江東区亀戸1-42-20,"4,628,761",
売掛金,大丸工業(株),東京都台東区蔵前1-6-4,"2,847,803",
売掛金,(株)タツノ,神奈川県横浜市栄区飯島町200,"2,292,653",
売掛金,水口化学産業(株),滋賀県甲賀市水口町さつきが丘12,"2,688,380",
売掛金,(株)サンエー,広島県三次市南畑敷町870-38,"4,491,619",
売掛金,(有)鈴木プラスチック,埼玉県比企郡小川町大字勝呂138-12,"3,085,254",
売掛金,エコー産業(株),東京都足立区柳原1-17-6,"2,426,211",
売掛金,信和合成樹脂(株),新潟県三条市鶴田4-5-24,"7,079,232",
売掛金,一般財団法人青い鳥,岩手県盛岡市みたけ1-5-60,"9,763,307",
売掛金,(有)利根製作所,千葉県柏市高田1381,"2,015,885",
売掛金,昭和精工,埼玉県川口市安行領家1179-1,"2,178,312",
売掛金,埼玉化工(株),埼玉県鳩ヶ谷市南3-19-12,"3,715,800",
売掛金,開土化学(株),東京都八王子市川町733-1,"2,759,016",
売掛金,その他25件,,"40,582,722",
,,,"183,575,170",
電子記録債権,泉工医科工業(株),東京都文京区本郷3-23-13,"121,000",
電子記録債権,泉工医科工業(株),東京都文京区本郷3-23-13,"121,000",
電子記録債権,泉工医科工業(株),東京都文京区本郷3-23-13,"231,000",
電子記録債権,追浜工業(株),神奈川県横須賀市追浜本町1-114,"338,564",
電子記録債権,キーパー(株),神奈川県藤沢市辻堂神台2-4-36,"352,264",
合計,,,,
