"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)太田廣","名古屋市中川区11番町2丁目6","34851024",""
"〃","五合(株)","名古屋市南区千亀通5-20-1","4892522",""
"〃","新東工業(株)","名古屋市中村区名駅3丁目28-12","3873819",""
"〃","泰和ゴム興業(株)","金沢市問屋町1-10","1734722",""
"〃","みのる産業(株)","福井市三尾野町第二十九号三番地四","1087460",""
"〃","三共アムコ(株)","苅谷市一ツ木町7丁目1-3","3225420",""
"〃","鳥居化成工業(株)","西尾市下町下山18番地2","2154152",""
"〃","丸善(株)","名古屋市中区金山4丁目3番11号","1411300",""
"〃","サンテック他","名古屋市熱田区花表町7-21他","7684371",""
"","売掛金計","","60914790",""
"未収入金","","","32836458",""
"〃","","","241116",""
"〃","愛知県","","794913","利子補給金"
"","未収入金計","","33872487",""
"計","","","94787277",""
