科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,日医工(株),富山市総曲輪1-6-21,369052072,
〃,ニプロ(株),大阪市北区本庄西3丁目9番3号,296829030,
〃,帝國製薬(株),香川県東かがわ市三本松567,113769612,
〃,帝人ファーマ(株),東京都千代田区霞が関3-2-1,54096004,
〃,丸石製薬(株),大阪市鶴見区今津中2-4-2,51860721,
〃,アルフレッサヘルスケア(株),東京都中央区日本橋本町3-11-5,41264644,
〃,ライオン(株),東京都墨田区本所1-3-7,40256764,
〃,(株)大木,東京都文京区音羽2-1-4,32030488,
〃,オールジャパンドラッグ(株),東京都中央区日本橋本町1-5-9日本橋本町ビル6F,29116074,
〃,東亜薬品(株),富山市水橋開発277-10,26313508,
〃,布亀(株),兵庫県西宮市今津二葉町3-6,22568404,
〃,バイエル薬品(株),東京都町田市小山ヶ丘2-2-3,19649264,
〃,ダイト(株),富山市八日町326,14572702,
〃,岩城製薬(株),東京都中央区日本橋本町4-8-2,12524799,
〃,(株)エイチビー,兵庫県西宮市今津二葉町3-6,10432910,
〃,(株)リードヘルスケア,東京都中央区日本橋人形町2-13-9,8359885,
〃,DSファーマアニマルヘルス(株),大阪市福島区海老江1-5-51,8161867,
〃,沢井製薬(株),大阪市淀川区宮原5-2-30,7732417,
〃,久光製薬(株),佐賀県鳥栖市田代大宮町408番地,4734349,
〃,クラシエ製薬(株),東京都港区海岸3-20-20,4608230,
〃,科研製薬(株),東京都文京区本駒込2-28-8,2923052,
〃,共和薬品工業,大阪府大阪市北区中之島三丁目2番4号,2550200,
〃,大峰堂薬品工業(株),奈良県大和高田市根成柿574,2421022,
〃,中央薬品(株),富山市西四十物町4-9,2371820,
