科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,,,506740,
売掛金,(株)ユーエム工業,兵庫県小野市来住町1015-1,2464550,
売掛金,センチュリー三木ゴルフ倶楽部,兵庫県三木市細川高篠梨ノ木152,724900,
売掛金,日章印刷所,兵庫県小野市阿形町543-2,1117655,
売掛金,医療法人社団朋優会三木山陽病院,兵庫県三木市志染町吉田1213-1,749354,
売掛金,国立病院機構兵庫あおの病院,兵庫県小野市市場町926-453,858699,
売掛金,兵庫県立北はりま特別支援学校,兵庫県多可郡多可町中区間子602-1,504900,
売掛金,株式会社大栄螺旋工業,兵庫県西脇市西田町210,986318,
売掛金,宮崎文具店,兵庫県西脇市西脇359,727223,
売掛金,JA兵庫みらい本店,兵庫県加西市玉野町1156-1,1509254,
売掛金,認定こども園かすが花の子園,兵庫県丹波市春日町黒井469,2682900,
売掛金,(株)カルテック,兵庫県丹波篠山市群家87-10,514800,
売掛金,公友不動産(株)管理部,兵庫県加東市黒谷1206-127,1029600,
売掛金,(有)熊一興産,兵庫県明石市大道町2丁目11番12号,1187670,
売掛金,みっきい税理士法人,兵庫県三木市福井3丁目3番15号,1216442,
売掛金,撃竃こども園かすが森の子園,兵庫県丹波市春日町国領865,1230350,
売掛金,(株)サラト,兵庫県姫路市北条宮の前172,792220,
売掛金,株式金社オフイスサプライズ岸本商事,兵庫県姫路市広畑区蒲田3丁目174-1,2195620,
売掛金,(株)堀龍文社,兵庫県たつの市龍野町日飼309-1,836311,
売掛金,(株)愛進堂,鳥取県鳥取市商栄町221-1,674784,
売掛金,山田事務機(株),兵庫県豊岡市中央町5-16,58719320,
売掛金,(株)あかつき姫路営業所,兵庫県姫路市市之郷町1丁目9番,950960,
売掛金,携磨町役場企画総務部企画課,兵庫県加古郡播磨町東本荘1-5-30,813384,
売掛金,神戸運輸監理部,兵庫県神戸市中央区波止場町1-1神戸第三地方合同庁舎6F,550990,
売掛金,公立大学法人兵庫県立大学,兵庫県神戸市西区学園西町8-2-1,504918,
売掛金,神戸市,兵庫県神戸市中央区加納町6-5-11号館11F,923175,
計,,,,
