"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"(小計)","","","753713139",""
"未収入金","(株)カネニ","佐用郡佐用町延吉778-2","9034446","地代・利息"
"未収入金","(株)カネニ","佐用郡佐用町延吉778-2","1260000","地代"
"未収入金","","","31266","社会保険料不足分"
"(小計)","","","10325712",""
"完成工事未収入金","前川建設(株)","加古川市野口町吉野1506","12200000","電気"
"完成工事未収入金","カネカ株式会社","高砂市高砂町宮前町1-8","10609940","電気"
"完成工事未収入金","(株)貝塚工務店","高砂市末広町4-1","2859670","電気"
"完成工事未収入金","三宅建設(株)","加古川市加古川町大野1216-1","2068000","電気"
"完成工事未収入金","ヨリフジ建設(株)","加東市下久米1044","1305000","電気"
"完成工事未収入金","高砂市市民病院","高砂市荒井町紙町33-1","1049400","電気"
"完成工事未収入金","姫路ホーム(株)","加古川市加古川町北在家2047","890511","電気"
"完成工事未収入金","社)姫路納税協会","加古川市加古川町木村5","534600","電気"
"完成工事未収入金","その他","","1287440","電気"
"(小計)","","","32804561",""
"頁計","","","43130273",""
"計","","","1213369611",""
