科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,リコーリース株式会社,大阪府大阪市北区堂島2-2-28堂島アクシスビル12F,49558772,
売掛金,日新リース株式会社,明石市本町2丁目3番20号,1674475,
売掛金,三菱HCビジネスリース株式会社,大阪市西区靭本町1-11-7信濃橋三井ビルディング10階,3224280,
売掛金,明石市役所市民課,兵庫県明石市中崎1丁目5-1本庁舎2F,1853894,
売掛金,神出保育園,神戸市西区神出町田井401-1,1133000,
売掛金,富士金属工業株式会社,神戸市西区玉津町今津180-3,1102821,
売掛金,播磨設備株式会社,兵庫県加古郡播磨町北本荘3-4-14,1740261,
売掛金,兵庫県並西神戸高等学校特別支援学,神戸市西区押部谷町高和1557-1,2398819,
売掛金,近畿農政局消耗品手配専用,京都府京都古上京区西洞院通下長者町下ル丁子風呂町,2004475,
売掛金,ハートフルケア株式会社,神戸市須磨区白川台3丁目67番16,1132200,
売掛金,株式会社クレール,兵庫県明石市大久保町緑が丘18-9,1328866,
売掛金,三田市役所総務課,兵庫県三田市三輪2丁目1番1号4階,6715885,
売掛金,日本電通株式会社,大阪府大阪市港区磯路2-21-1,3087084,
売掛金,株式会社福田組,新潟県新潟市中央区一番堀通町3-10,3403400,
売掛金,岡本土木株式会社,福岡県北九州市小倉北区貴船町9番13号,1448260,
売掛金,伊米ヶ崎建設株式会社,新潟県魚沼市虫野200番地,2482150,
売掛金,神戸市数育委員会事務局特別支援教,神戸市中央区東川崎町1-3-3神戸ハーバーランドセンタービル4階,9298960,
売掛金,兵庫県厚生農業協同組合連合会総務,神戸市中央区海岸通15F,2837318,
売掛金,株式会社河田鉄工所,神戸市長田区本庄町7-2-5,1004308,
売掛金,西日本電信電話(株)兵庫支店,神戸市中央区海岸通11番,1020800,
売掛金,学校法人関西学院施設部施設課,兵庫県西宮市上ヶ原一番町1-155本部棟1階/施設部施設課,2824927,
売掛金,甲陽園駅前ハウス,兵庫県西宮市甲陽園本庄町9-17-2F,1054928,
売掛金,三木市教育委員会,兵庫県三木市上の丸町10-30,1237082,
売掛金,株式会社ユーエム工業,兵庫県小野市来住町1015-1,1010900,
売掛金,株式会社ハヤブサ,兵庫県三木市吉川町大畑341-23,1274328,
売掛金,青山老人保健施設らぽ一と,神戸市北区大沢町中大沢字向井新田2238-3,1389300,
計,,,,
