科目,名称(氏名),所在地(住所),期末現在高,摘要
未収入金,新栄工業(株),宇都宮市中岡本町2910,12170484,
〃,ヤマウチ(株)牧方工場他,大阪府牧方市招堤田近2-7他,7709020,
〃,王子物流(株)企画業務部,東京都中央区銀座5-12-8,1197930,
〃,王子物流(株)宇都宮営業所,宇都宮市下田原町3506-7,4748102,
〃,カナフレックスコーポレーション(株),さくら市驚宿字小中丸3261-11,7029000,
〃,野崎印刷紙業(株),埼玉県鴻巣市箕田3230,532400,
〃,電気興業(株),鹿沼市さつき町13-4,1122055,
〃,(株)小林運送,埼玉県さいたま市岩槻区掛615,1176656,
〃,シモジマ(株),東京都台東区浅草橋5-29-8,518100,
〃,シモジマ加工紙(株),佐野市多田204,1870000,
〃,(株)ロジテル,宇都宮市東横田町67-1,1498300,
〃,JFE商事鋼管管材(株),東京都千代田区大手町2-7-1,776189,
〃,ジェイ・バス(株),宇都宮市中岡本町2857-2,722700,
〃,鈴与カーゴネット(株),宇都宮市清原工業団地21-17,6200610,
〃,ヘイコーパック(株),芳賀郡芳賀町祖母井1702-1,4985729,
〃,屋板重機(有),宇都宮市平出町1041-3,3235901,
〃,大信物流(株),愛知県名古屋市中央大井町1-37,817300,
〃,三成研機(株),埼玉県日高市森戸新田59-10,900900,
〃,北越配送(株),大阪府堺市南区泉田中119-8,4347670,
〃,(株)西川運送,さくら市北草川2-20-3,3075860,
〃,日本フェルト(株),埼玉県鴻巣市原馬室88,1543780,
〃,住商メタルワン鋼管(株),東京都千代田区丸の内3-3-1,1337089,
〃,(株)ネキスト,埼玉県狭山市上赤坂1598-1,10629300,
〃,日本ロジテム(株),千葉県柏市十余二380-114,1565920,
