"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","さくらメディカル(株)","神奈川県横浜市西北幸2-12-26フェリーチェ横浜R005","1783685",""
"〃","(株)スズケン","愛知県名古屋市東区東片端市町1番","1255624",""
"〃","トワテック(株)","東京都文京区本郷2-3-7お茶の水元町ビル2階","1709565",""
"〃","(株)フロントランナーステイパワー","東京都板橋区徳丸6-49-8","3103520",""
"〃","村中医療器(株)","東京都文京区小石川3-36-11","1483973",""
"〃","(株)ユタカ商事","千葉県船橋市東船橋5-3-6","1297903",""
"〃","不二光学器械(株)","札幌市北区北20条西","1653614",""
"〃","反町接骨院","長岡市大島本町5-11-10","2492232",""
"〃","丸山接骨院","新潟県長岡市大島本町5-111-10","2461250",""
"〃","丸山整骨院","新潟県十日町市千歳2-2-22","2595457",""
"〃","愛岩商事(株)","新潟県新潟市中央区東堀一番町494-3","4155600",""
"〃","(株)マイウェイ加藤接骨院","山形県米沢市松が岬1-2-12","2449190",""
"〃","ひろむ整骨院","福島県いわき市小名浜定西58-1-1","2167880",""
"〃","ふれあい整骨院","福島県いわき市好間町下好間字鬼越48-1","5309900",""
"〃","ときお接骨院","福島本宮市本宮南町裡122-7","3080000",""
"〃","石垣整骨鍼灸院","大阪府八尾市春日町1-4-4たまごビル","1312860",""
"〃","(株)オリエントセラピースクール","大阪市浪速区元町1-5-7チンバプラザビル8階","1650419",""
"〃","はしもと整骨院","京都府乙訓大山崎町円明寺夏目31-5","2999700",""
"〃","ALECTH整骨院","大阪府八尾市志紀町1-15-201","2750000",""
"〃","アトラグループ(株)","大阪市西区立売堀4-6-9","3040136",""
"〃","小西医療器","大阪府大阪市淀川区加島4-17-32","1430550",""
"〃","(株)いつき総研","大阪府東大阪市長田中4-2-26","1524204",""
"〃","小金沢はり灸整骨院","宮城県石巻市蛇田字下谷地1-9","1632012",""
"〃","高橋重機(株)","岩手県八幡市松尾寄木15-431-1","2310000",""
"〃","その他1258件","","136373601",""
"(小計)","","","192022875",""
"計","","","",""
