科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,兵庫県立北はりま特別支援学校,兵庫県多可郡多可町中区間子602-1,1146090,
売掛金,株式会社大栄螺旋工業,兵庫県西脇市西田町210,1485921,
売掛金,社会福祉法人楽久園会,兵庫県多可郡多可町千代田区俵田111-27,1478450,
売掛金,(株)オーナーばり,兵庫県西脇市富田町120,3326925,
売掛金,社会福祉法人きたはりま福祉会しあ,兵庫県多可郡多可町中区鍛冶屋763-3,3030350,
売掛金,JA兵庫みらい本店,兵庫県加西市玉野町1156-1,1220801,
売掛金,JAハリマ,兵庫県宍栗市一宮町東市場429-1,6011201,
売掛金,株式金社オフィスサプライズ岸本商事,兵庫県姫路市広畑区浦田3丁目174-1,2829952,
売掛金,その他,,290401044,
未収入金,(株)ディー・シィー・エス,神戸市西区伊川谷町有瀬301,6832184,
未収入金,(株)秋山住建,兵庫県三木市平田120,65000,家賃
未収入金,リコージャパン株式会社,,14890,
未収入金,ダイワボウ情報システム,,44191,
未収入金,明石税務署,,5834100,11消費税還付分
未収入金,キャノンマーケティングジャパン(株),千葉市美浜区中瀬1-7-2,88478,"5,6月分"
未収入金,サントリードバレッジサービス株式会社,姫路市四郷町山脇70,8329,4-6月分
未収入金,(株)ティーガイヤ,大阪市北区堂島1-6-20,214500,16月分
計,,,431273899,
