科目,名称(氏名),所在地(住所),期末現在高,摘要
未収入金,新栄工業(株),宇都宮市中岡本町2910,11384960,
〃,ヤマウチ(株),大阪府牧方市招堤田近2-7他,6199369,
〃,王子物流(株)企画業務部,東京都中央区銀座5-12-8,1576496,
〃,王子物流(株)宇都宮営業所,宇都宮市下田原町3506-7,3505825,
〃,カナフレックスコーポレーション(株),さくら市鷲宿字小中丸3261-11,7282000,
〃,野崎印刷紙業(株),埼玉県鴻巣市箕田3230,638000,
〃,(株)スワロー黒崎,宇都宮市氷室町2931,871880,
〃,(株)杉村製作所,福島県西白河郡西郷村大字田倉宇上野原459-28,766150,
〃,(株)北関東物流,鹿沼市武子1197,2051500,
〃,栃木県トラック協会,宇都宮市八千代1-5-12,608026,
〃,電気興業(株),鹿沼市さつき町13-4,958595,
〃,シモジマ(株),東京都台東区浅草橋5-29-8,2150500,
〃,(株)ロジテル,宇都宮市東横田町67-1,659040,
〃,JFE商事鋼管管材(株),東京都千代田区大手町2-7-1,823270,
〃,ジェイ・バス(株),宇都宮市中岡本町2857-2,957550,
〃,鈴与カーゴネット(株),宇都宮市清原工業団地21-17,8647210,
〃,ヘイコーパック(株),芳賀郡芳賀町祖母井1702-1,3095400,
〃,屋板重機(有),宇都宮市平出町1041-3,3016788,
〃,北越配送(株),大阪府堺市南区泉田中119-8,4125000,
〃,(株)西川運送,さくら市北草川2-20-3,1190200,
〃,日本フェルト(株),埼玉県鴻巣市原馬室88,1724310,
〃,住商メタルワン鋼管(株),東京都千代田区丸の内3-3-1,1170400,
〃,(株)ネキスト,埼玉県狭山市上赤坂1598-1,6037590,
〃,日本ロジテム(株),千葉県柏市十余二380-114,1710500,
