"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)太田廣","名古屋市中川区11番町2丁目6","38783983",""
"〃","五合(株)","名古屋市南区千亀通5-20-1","6071880",""
"〃","新東工業(株)","名古屋市中村区名駅3丁目28-12","4909375",""
"〃","泰和ゴム興業(株)","金沢市問屋町1-10","1230955",""
"〃","みのる産業(株)","福井市三尾野町第二十九号二番地四","804320",""
"〃","三共アムコ(株)","苅谷市一ツ木町7丁目1-3","1995015",""
"〃","丸善(株)","名古屋市中区金山4丁目3番11号","1641310",""
"〃","(有)ウエルコーポレーション","名古屋市中川区神郷町1丁目15","2366408",""
"〃","(株)エムグリット","石川県加賀市加茂町325-1","1063975",""
"〃","サンテック他","名古屋市熱田区花表町7-21他","7523977",""
"","売掛金計","","66391198",""
"未収入金","","","33010564",""
"〃","","","259816",""
"〃","愛知県","","635172","利子補給金"
"","未収入金計","","33905552",""
"計","","","100296750",""
