"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","株式会社AMC西日本","広島市中区中町1-9F-StyIe並木通り1F","738100",""
"","株式会社ウィード","東京都新宿区市谷田町2-20-1401号室","682000",""
"","渡部印刷株式会社","島根県松江市中原町193","662750",""
"","有限会社コトブキ印刷","府中市高木町840-2","661650",""
"","福山エビス印刷株式会社","福山市東川口町1-5-5","643500",""
"","瞬報社オフリン印刷株式会社","山口市小郡下郷2410","622600",""
"","(株)アドプレックス山陰支社","松江市殿町111松江センチュリービル4F","616550",""
"","有限会社トータルワーク","広島市西区中広町2-24-5サンコーポ中広205","585200",""
"","アドブレーン株式会社","福山市霞町1-9-7","510400",""
"","風鈴舎","福山市緑陽町2-24-6","500500",""
"","その他","","13107646",""
"","小計","","19330896",""
"","合計","","109975411",""
