"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","京浜メディカル","","250173",""
"売掛金","魔和病院","埼玉県越谷市千間台西2-12-8","5042861",""
"売掛金","五井病院","千葉県市原市五井5155番地","1668480",""
"売掛金","五弉病院(医療資材)","","261989",""
"売掛金","五井病院ホームクリニック","","100320",""
"売掛金","航空自衛隊入間基地","埼玉県狭山市雅荷山2-3","790911",""
"売掛金","高志会たからまち整形外科","東京都葛飾区宝町2-23-3宝町第3ハイビル1F","854700",""
"売掛金","光仁会総合守谷第一病院","東京都足立区江北6-24-6","2634354",""
"売掛金","河野臨床医学研究所","東京都品川区北品川3-3-7","1712312",""
"売掛金","光洋ショップ_ブラス","","72072",""
"売掛金","さいたま市立病院","","452749",""
"売掛金","榊原記念病院","東京都府中市朝日町3-16","108240",""
"売掛金","桜台病院","東京都練馬区豊玉南1-20-15","3946041",""
"売掛金","JMA","策京都足立区新田2-21-62F","3264884",""
"売掛金","ジェイフォート","東京都豊島区要町3-21-1","256609957",""
"売掛金","下北沢ひろこ皮膚科","","83751",""
"売掛金","勝和会病院","東京都足立区竹ノ塚3-12-1","3426403",""
"売掛金","新宿センタービルクリニック","","0",""
"売掛金","(株)新世","東京都台東区今戸2-6-3新世ビル1-2F","2463360",""
"売掛金","新山手病院","","51480",""
"売掛金","聖母病院","","158169",""
"売掛金","SENSHINCLINIC","","6336",""
"売掛金","大同病院","東京都豊島区高田3-22-8","5493542",""
"売掛金","高石整形外科","","12056",""
"売掛金","","","64900",""
"売掛金","タカハシメディカル","埼玉県和光市丸山台1-3-11-302","5551529",""
"計","","","",""
