科目,名称(氏名),所在地(住所),期末現在高,摘要
電子記録債権,泉工医科工業(株),東京都文京区本郷3-23-13,"264,000",
電子記録債権,泉工医科工業(株),東京都文京区本郷3-23-13,"891,000",
電子記録債権,追浜工業(株),神奈川県横須賀市追浜本町1-114,"987,084",
電子記録債権,追浜工業(株),神奈川県横須賀市追浜本町1-114,"200,439",
電子記録債権,追浜工業(株),神奈川県横須賀市追浜本町1-114,"249,676",
電子記録債権,追浜工業(株),神奈川県横須賀市追浜本町1-114,"540,249",
電子記録債権,キーパー(株),神奈川県藤沢市辻堂神台2-4-36,"651,838",
電子記録債権,キーパー(株),神奈川県藤沢市辻堂神台2-4-36,"747,426",
電子記録債権,キーパー(株),神奈川県藤沢市辻堂神台2-4-36,"642,488",
電子記録債権,キーパー(株),神奈川県藤沢市辻堂神台2-4-36,"642,488",
電子記録債権,ヤマシンフィルタ(株),神奈川県横浜市中区桜木町1-1-8,"10,099,826",
計,,,"16,981,358",
未収入金,東京上野税務署他,東京都台東区池之端1-2-22,"1,699,967",法人税中間申告還付
合計,,,"174,580,622",
