"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","UーFactory","埼玉県さいたま市南区太田窪4-6-3","3210899",""
"〃","(株)ライトアップショッピングクラブ","東京都新宿区北新宿2-21-1新宿フロントタワー26F","171600",""
"〃","ホームトレードセンター(株)","東京都武蔵野市境1-3-14","13750",""
"〃","新未来創造(株)","宮城県仙台市若林区卸町2-15-8","47071",""
"〃","井上金庫東京","東京都塁田区業平4-9-3押上駅前ビルディング3F","122760",""
"〃","井上金庫横浜","神奈川県横浜市中区山下町74番地1大和地所ビル10階1001号室","660000",""
"〃","井上金庫仙台","宮城県仙台市若林区荒井6-5-7","69300",""
"〃","井上金庫大阪","大阪府大阪市西区靭本町1-11-7信濃橋三井ビル9F","139260",""
"〃","(株)ロフト","東京都千代田区二番町5-25二番町センタービル8F","64900",""
"〃","FBリネン","東京都西東京市南町6-7-13","292600",""
"〃","スモグリ(株)","愛知県名古屋市西区庄内通2-15","122540",""
"〃","(有)カナケン","埼玉県熊谷市中奈良1736","41360",""
"〃","千趣会法人口","大阪府大阪市北区同心1-6-23","47850",""
"〃","その他","","104107984",""
"計","","","328727677",""
"未収入金","香港愛邦沙發有限公司","香港九龍九龍湾美羅中心二期2310","17391955",""
"〃","(株)ユーライフ","埼玉県さいたま市南区太田窪4-6-3","1042315",""
"〃","FVイーストジャパン(株)","埼玉県比企郡吉見町大字下細谷943-1","4582","自販機(工場)"
"〃","(株)トータルヘルスコンサルティング","東京都千代田区神田須田町1-7","5550","自販機(本社)"
"計","","","18444402",""
"合計","","","",""
