"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","エム・シー・ヘルスケア(株)","新潟市中央区鳥屋野南2-2-22","36628312",""
"","仁成福祉協会本部","新潟市江南区曽川甲1326","6232047",""
"","みずほリース(株)","東京都港区虎ノ門1-2-6","36124000",""
"","医療法人誠心会吉田病院","長岡市長町1丁目1668","19852388",""
"","特別養護老人ホームスマイルガーデン黒崎","新潟市西区金巻880-1","7944598",""
"","(株)ミックス","新潟市東区卸新町3-16-30","6537290",""
"","医療法人宮仁会猫山宮尾病院","新潟市中央区湖南14-7","5001268",""
"","長岡市役所","長岡市大手通1-4-10","5532084",""
"","(株)エフエスユニマネジメント","南魚沼市浦佐5128-1","7442975",""
"","医療法人新成医会みどり病院","新潟市中央区新道寺2-5-1","4727221",""
"","","その他一括","142549230",""
"","","計","278571413",""
"未収入金","ユニチャーム(株)","東京都港区三田3-5-27","1003460","割戻金9月分"
"","三菱UFJモルガンスタンレー証券(株)/新潟支店","新潟市中央区東大通り3-1","688729","利金等"
"","NBセンター(株)","新潟市中央区鐙1-1-17","186223","9月請求額"
"","","その他一括","32620",""
"","","計","1911032",""
