"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)協同プレス","岡山市南区新保101-20","5169236",""
"","佐川印刷(株)","京都府向日市森本町戌亥5番地の3","4306117",""
"","研精堂印刷(株)","岡山市北区高柳東町10-30","3481646",""
"","(株)DNPグラフィカ","栃木県栃木市西方町本城1062-8","3285348",""
"","(株)KG情報","岡山市平田170-15","1447116",""
"","シンコー印刷(株)","岡山市北区島田本町2丁目7-16","1385383",""
"","大日本印刷(株)","栃木県栃木市西方町本城1062-8","972906",""
"","友野印刷(株)","岡山市北区高柳西町1-23","591932",""
"","まつざき印刷(株)","福山市引野町北5丁目9番23号","487300",""
"","山陽印刷(株)","岡山市北区中山下2-5-5","396255",""
"","(株)ウィル・コーポレーション","石川県白山市福留町370","370893",""
"","(株)中野コロタイプ","岡山市北区玉柏390","336710",""
"","","","313500",""
"","協同精版印刷(株)","岡山市北区青江一丁目24-19","295323",""
"","富士印刷(株)","岡山市中区桑野516-3","290400",""
"","アイプリックス(株)","岡山市北区大安寺南町2-1-3","280852",""
"","その他","","659930",""
"","売掛金計","","24070847",""
"計","","","",""
