科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,日立グローバルライフソリューションズ(株),栃木市大平町富田800,31048733,
〃,日立ジョンソンコントロールズ空調(株),栃木市大平町富田709-2,393703,レフテクノ
〃,夕クセル(株),栃木市西方町本郷600,94875,
〃,金澤工業(株),古河市女沼1663,1780642,
〃,エレマテック(株),港区三田3-5-27,816222,
〃,インターワイヤード(株),桐生市東3-1-17,1246608,
〃,(株)サンコー電子,太田市大原町2362,10103205,
〃,ニデックアドバンスモータ株式会社,桐生市相生町4-247-55,6232,
〃,(株)HIPUS,千代田区大手町2-2-1,3183707,
〃,兵藤商事(株),太田市浜町20-39,176880,
〃,(株)丸橋製作所,伊勢崎市柳原町61,2385873,
〃,日立ジョンソンコントロールズ空調(株),栃木市大平町富田800,13100837,
〃,〃,〃,4818,清水事業所
〃,(株)ミクロ電子,比企郡鳩山町鳩ケ丘1-17-4,75900,
〃,(株)テクノ大西,宇都宮市弥生2-7-2,2420,
〃,佐野工業(株),富士市宮島724-1,1184909,
〃,(株)大日光エンジニアリング,日光市根室697-1,53862,
〃,(株)スミトロニクス,千代田区一ツ橋122住友商事竹橋ビル10F,2544669,
計,,,68204095,
