"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","開成工業(株)","綾歌郡宇多津町浜一丁1番地1","72971022",""
"売掛金","一橋堂貿易","仲多度郡まんのう町吉野下1129-6","16473600",""
"売掛金","(株)岩田商会","大阪府大阪市中央区平野町2-3-7","9031550",""
"売掛金","美浜(株)","大阪府大阪市北区中之島2-2-7","4243800",""
"売掛金","松山開成(株)","松山市森松町191-5","2725169",""
"売掛金","(株)SJW","三豊市詫間町詫間2112-167","2596000",""
"売掛金","グリーンプラン","","2299000",""
"売掛金","シンライ社(株)","徳島市万代町4丁目28番地","2099834",""
"売掛金","(株)松原建材","","1478400",""
"売掛金","和光薬品(株)","東京都千代田区鍛冶屋1丁目7-11","844800",""
"売掛金","その他","71件","12827505",""
"計","","","127590680",""
