"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)くろがね工作所","港区芝5-29-20","426470",""
"〃","(株)三翠社","川越市南大塚36-7","147840",""
"〃","(株)アリガ製作所","八潮市浮塚202-1","3718660",""
"〃","(株)渡邊建設事務所","流山市東初石1-89-2","1400000",""
"〃","(株)デザインアーク","千代田区飯田橋2-18-2","7440400",""
"〃","BG合同会社","草加市柿木町466-3","264000",""
"〃","(株)リケン環境システム","熊谷市末広4-14-1","3960000",""
"〃","(株)カコティカ","大田区池上1-28-8","1009800",""
"〃","(株)チョウエイハンズ","千代田区外神田3-12-8","6837270",""
"〃","(有)ムラタ","八潮市八潮6-11-20","2238500",""
"〃","(株)メガ","渋谷区道玄坂1-12-1","640200",""
"〃","その他","","633270",""
"計","","","28716410",""
