"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","中国山科サービス(株)","広島県福山市南蔵王町3丁目5番18号","1348457",""
"同上","(株)共立製作所","大阪市生野区巽南3丁目19番31号","1283370",""
"同上","(株)ノダ","東京都台東区浅草橋5丁目13番6号","1266900",""
"同上","サンコーインダストリー(株)","大阪市西区立売堀1丁目9-28","1240030",""
"同上","(株)ユニタス","東京都台東区上野1-1-12","1196837",""
"同上","その他55件","","17597870",""
"計","","","270370900",""
"未収入金","みずほ証券(株)","東京都中央区八重洲2-1-1YANMARTOKYO10階","35795832",""
"同上","(株)ジューキ","埼玉県鴻巣市小松2丁目2番1号","631840",""
"同上","(株)テクノアソシエ","大阪市西区土佐堀3丁目3番17号","448085",""
"同上","中小企業機構","東京都港区虎ノ門3-5-1虎ノ門37森ビル","161025","利子補給金"
"同上","従業員","","154120","給食費"
"同上","(株)八幡ねじ","愛知県北名古屋市山之腰天神東18","132000",""
"同上","(株)タカシマ","東京都千代田区岩本町2丁目8-13","101750",""
"同上","その他21件","","232751",""
"計","","","37657403",""
"合計","","","308028303",""
