"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"","岩国西生コン(株)","山口県岩国市廿木423-1","324500",""
"","(有)ビルドカワカミ","広島市東区温品1丁目1-26","324500",""
"","西中国コンクリート(株)","下関市長府扇町8番38号","314919",""
"","広島県広島西警察署長","広島市西区商エセンター4丁目1-3","313500",""
"","(株)たけのした技工","広島市安佐北区可部3丁目22-16","308462",""
"","(有)岡田組","広島市西区南観音2丁目1-32","307483",""
"","二矢川建設(株)","江田島市大柿町柿浦712","307230",""
"","深江産業(株)","江田島市大柿町大字深江2153-1","302060",""
"","瑠璃湖商会","山陽小野田市郡1210-5","302060",""
"","エコミックス他298件","","44382701",""
"","","","47187415",""
"","","売掛金①","156897551",""
"","","売掛金②","41429050",""
"","","売掛金③","27261271",""
"","","売掛金④","741352",""
"","","売掛金⑤","11842756",""
"","","売掛金⑥","9102067",""
"","","売掛金⑦","47187415",""
"合計","","","294461462",""
