科目,名称(氏名),所在地(住所),期末現在高,摘要
売掛金,日本電計(株),東京都千代田区外神田3-5-12聖公会神田ビル5月,2091760,
〃,旭化成エレクトロニクス(株),東京都千代田区有楽町1-1-2日比谷三井タワー,1214400,
〃,加賀EFI(株),神奈川県横浜市港北区新横浜2-100-45新横浜中央ビル13F,1821930,
〃,(株)リニアデザイン,東京都北区赤羽西1-35-8-401レッドウイングビル4F,677106,
〃,Shanghai Tuzhe Electoronic Equipment,"Rm.207,No.939 Jinqiao Road,PudongDistrict,Shanghai,China",2661000,
,その他13件,,3807390,
(合計),,,12273586,
電子記録債権,ルネサスエレクトロニクス(株),東京都江東区豊洲3-2-24,771430,
〃,高山理化精機(株),長野県松本市大字笹賀5652-18,418000,
〃,高山理化精機(株),長野県松本市大字笹賀5652-18,110000,
〃,ルネサスエレクトロニクス(株),東京都江東区豊洲3-2-24,633380,
(合計),,,1932810,
未収入金,,,999917,
〃,サンバレーシステム(株),東京都世田谷区池尻3-1-1,253902,
〃,立川税務署,東京都立川市緑町4-2立川地方合同庁舎4階・5階,25138,年末調整還付未済額
(合計),,,1278957,
計,,,,
