"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)アッシュ","東京都台東区東上野4丁目24番11号NBF上野ビル13階","980850",""
"〃","(株)ナスタ(内製調達課)","行田市富士見町1-17","965855",""
"〃","岩谷マテリアル(株)","大阪市中央区本町1-7-7","937970",""
"〃","東栄化学(株)","戸田市美女木東2-4-13","890670",""
"〃","(株)安川ロジステック【L事業】","入間市狭山台3-4-5","854634",""
"〃","(株)ウインズ・アーク","羽生市秀安字上郷407","829133",""
"〃","(株)菓楽","ふじみ野市大井670-6","781330",""
"〃","野崎印刷紙業(株)","板橋区板橋2-65-9","761255",""
"〃","三井研削砥石(株)","入間市狭山ケ原11-10","727727",""
"〃","(株)タスクスリー","上尾市領家379-1","691460",""
"〃","浦和興産(株)","さいたま市南区辻6-2-7","650430",""
"〃","日本コントロール工業(株)","埼玉県坂戸市千代田5丁目1番16号","647890",""
"〃","朝日理工(株)","東京都板橋区前野町2丁目36番15号","633930",""
"〃","(株)日本標準","埼玉県日高市大字下大谷沢字宮ノ前91番地5","629222",""
"〃","朝日青果(株)(帆栄物流川崎)","神奈川県川崎市宮前区水沢1丁目1番1号","619900",""
"〃","(株)サム・トータルサービス=2369","所沢市亀ヶ谷47-1","616660",""
"〃","(株)ミツギ産業","川越市今福9-2","604395",""
"〃","東洋ライス(株)","和歌山県和歌山市黒田12番地","603240",""
"〃","エスフーズ(株)関東ミートセンター=","八潮市木曽根1144","601590",""
"〃","東京インキ(株)羽生工場","東京都北区王子1丁目12番4号TIC王子ビル","599060",""
"〃","(株)アイ・ロジアドバンス","新座市馬場2-6-10","573606",""
"〃","(株)帆栄物流","東京都千代田区富士見2丁目7番2号","564300",""
"〃","(株)アイ・ロジアドバンス","所沢市坂ノ下1116","558800",""
"〃","箱豊製函(株)","戸田市笹目喜多町1-11","539000",""
"〃","大塚印毛製造(株)","行田市持田2133","527340",""
"〃","(株)ウエノ貿易課","東京都台東区東上野1丁目9番6号","527010",""
"計","","","",""
