"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)ポタジェガーデン","文京区千石1-29-11","558855",""
"〃","大塚印毛製造(株)","行田市持田2133","513612",""
"〃","(有)広和","朝霞市浜崎4-6-98","513349",""
"〃","(株)日本標準","杉並区南荻窪3-31-18","511610",""
"〃","箱豊製函(株)","戸田市笹目喜多町1-11","507100",""
"〃","(株)あさひALC東日本","久喜市佐間宇堤外707-1","503338",""
"〃","その他(〆後)","","4856165",""
"〃","その他","","434093125",""
"","","売掛金計","528431110",""
"未収入金","","","2270962","貸付金利息他"
"〃","","","2337976","(同上)"
"〃","","","636950","(同上)"
"〃","","","415315","(同上)"
"〃","コカコーライーストジャパン(株)","桶川市大字加納180","9326","自動販売機手数料"
"〃","ダイドードリンコ(株)","大阪市北区中之島2-2-7","5901","(同上)"
"〃","イオンディライト(株)","千葉市美浜区中瀬2-6-1","495","(同上)"
"","","未収入金計","5676925",""
"計","","","534108035",""
