"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"完成工事未収入金","オルガノ(株)","東京都江東区新砂1丁目2-8","9780000",""
"〃","サンエープラスチック工業(株)","上益城郡嘉島町井寺305","2724700",""
"〃","ダスキンプロダクト九州","上益城郡御船町豊秋588","124300",""
"〃","トキワ化学(株)","八代市港町40番1","616000",""
"〃","八代弘済会","八代市本町1丁目10番35号","495000",""
"〃","(株)秀和サイエンス","福岡県大野城市仲畑2-14-30","440000",""
"〃","その他","","572440",""
"","計","","14752440",""
"売掛金","オリエンタル白石","東京都江東区豊洲五丁目6-52","60500",""
"〃","(株)片岡屋","静岡県駿河区中田本町64-1","257950",""
"〃","ヒロセ技研(株)","東京都江東区東陽2丁目2-4","396560",""
"〃","(株)ピーエス三菱","東京都中央区晴海2-5-24","151800",""
"〃","その他","","130240",""
"","計","","997050",""
"未収入金","(独)中小企業基盤整備機構","東京都港区虎ノ門3-5-1","600000",""
"","計","","600000",""
"計","","","16349490",""
