"科目","名称(氏名)","所在地(住所)","期末現在高","摘要"
"売掛金","(株)昭和精機","松戸市松飛台中原286-22","1052152",""
"売掛金","(株)岡本","岐阜市畷町5","1033220",""
"売掛金","東北熱鋼(有)","土浦市本郷911-2","1024694",""
"売掛金","(株)MOLDINO","成田市新泉13-2","943700",""
"売掛金","(株)日本精機商会","小牧市下末長田800-1","895400",""
"売掛金","(株)三洋製作所","青梅市新町9-2157-6","871915",""
"売掛金","(有)エスエヌ金型","柏市藤ヶ谷1191-7","795883",""
"売掛金","不ニライトメタル(株)","市原市八幡海岸通13","590882",""
"売掛金","(株)菱興社","東金市上武射田2350","580877",""
"売掛金","中村留精密工業(株)","石川県白山市熱野町口15","519750",""
"売掛金","(有)協立精機","長生郡長南町豊原2770","516250",""
"売掛金","(有)小澤製作所","印西市瀬戸2171","504540",""
"売掛金","その他","","18380498",""
"小計","","","192538502",""
"未収入金","","","17977990",""
"計","","","210516492",""
