ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135200090,1,1,001,000010,202507,,売掛金(運輸),売掛金(運輸),只石組,只石組,北海道旭川市東旭川町旭正362番地,北海道旭川市東旭川町旭正362番地,,,,,3360,,,,2370500,2370500,,
20250722135200090,1,2,001,000010,202507,,売掛金(運輸),売掛金(運輸),三共建設,三共建設,北海道士別市東二条北4丁目,北海道士別市東二条北4丁目,,,,,3361,,,,545160,545160,,
20250722135200090,1,3,001,000010,202507,,売掛金(運輸),売掛金(運輸),(株)鉱石運輸,(株)鉱石運輸,北海道士別市上士別町16線南,北海道士別市上士別町16線南,,,,,3362,,,,114950,114950,,
20250722135200090,1,4,001,000010,202507,,完成工事未収入金,完成工事未収入金,(株)盛永組,(株)盛永組,士別市4条通5丁目左10号,士別市4条通5丁目左10号,,,,,3363,,,,9702000,9702000,,
20250722135200090,1,5,001,000010,202507,,完成工事未収入金,完成工事未収入金,(株)近藤組,(株)近藤組,上川郡和寒町字三笠99番地,上川郡和寒町字三笠99番地,,,,,3236,,,,9365400,9365400,,
20250722135200090,1,6,001,000010,202507,,完成工事未収入金,完成工事未収入金,卯城建設,卯城建設,上川郡剣淵町元町15番3号,上川郡剣淵町元町15番3号,,,,,3364,,,,2476030,2476030,,
20250722135200090,1,7,001,000010,202507,,完成工事未収入金,完成工事未収入金,日本甜菜製糖(株),日本甜菜製糖(株),北海道士別市西3条北4丁目382番地,北海道士別市西3条北4丁目382番地,,,,,3365,,,,1516900,1516900,,
20250722135200090,1,8,001,000010,202507,,完成工事未収入金,完成工事未収入金,士別市立病院,士別市立病院,北海道士別市東11条5丁目3029番地1,北海道士別市東11条5丁目3029番地1,,,,,3366,,,,1200320,1200320,,
20250722135200090,1,9,001,000010,202507,,完成工事未収入金,完成工事未収入金,(株)道北補道,(株)道北補道,北海道士別市東山町3440番地23,北海道士別市東山町3440番地23,,,,,3367,,,,906431,906431,,
20250722135200090,1,10,001,000010,202507,,完成工事未収入金,完成工事未収入金,十勝鉄道,十勝鉄道,北海道帯広市稲田町南9線西13番地1,北海道帯広市稲田町南9線西13番地1,,,,,3368,,,,811800,811800,,
20250722135200090,1,11,001,000010,202507,,完成工事未収入金,完成工事未収入金,士別薬剤師会調剤センター,士別薬剤師会調剤センター,北海道士別市東11条4丁目3029番地28,北海道士別市東11条4丁目3029番地28,,,,,3369,,,,264000,264000,,
20250722135200090,1,12,001,000010,202507,,完成工事未収入金,完成工事未収入金,士別市役所,士別市役所,士別市東6条4丁目1番地,士別市東6条4丁目1番地,,,,,3370,,,,163680,163680,,
20250722135200090,1,13,001,000010,202507,,完成工事未収入金,完成工事未収入金,玉運寺,玉運寺,北海道士別市大通東9-41,北海道士別市大通東9-41,,,,,3371,,,,159684,159684,,
20250722135200090,1,14,001,000010,202507,,完成工事未収入金,完成工事未収入金,幸楽輸送,幸楽輸送,北海道札幌市清田区清田一条一丁目1番33号,北海道札幌市清田区清田一条一丁目1番33号,,,,,3372,,,,132000,132000,,
20250722135200090,1,15,001,000010,202507,,完成工事未収入金,完成工事未収入金,三野建設(株),三野建設(株),北海道士別市東4条5丁目6番地,北海道士別市東4条5丁目6番地,,,,,3373,,,,57475,57475,,
20250722135200090,1,16,001,000010,202507,,完成工事未収入金,完成工事未収入金,瑞祥幼稚園,瑞祥幼稚園,士別市大通東10丁目41番地1,士別市大通東10丁目41番地1,,,,,3374,,,,24750,24750,,
20250722135200090,1,17,001,000010,202507,,長期未収入金,長期未収入金,かわにしの丘しずお農場(株),かわにしの丘しずお農場(株),士別市武徳町46線東3号,士別市武徳町46線東3号,,,,,3375,,,,1143701458,1143701458,,
